float-col,integer-col,string-col,extra-string-col,extra-integer-col
58.46,385,Jacobs,Nicole,China
11.44,7363,Arnold,David,Philippines
88.37,2988,Hall,Mark,Portugal
70.69,9361,Robertson,Mary,Iraq
19.98,7747,Ford,Albert,Portugal
34.04,1694,Duncan,Marilyn,Germany
43.72,8921,Stone,Melissa,Portugal
45.6,8385,Williamson,Ruby,Portugal
67.59,6499,Burns,Joseph,Indonesia
34.13,5915,Tucker,Donald,Brazil
89.06,4887,Gibson,Thomas,Russia
11.66,2986,Martinez,Helen,Egypt
21.38,5886,Johnston,Frank,Portugal
10.63,7449,Myers,Evelyn,Argentina
43.81,6674,Garza,Kevin,Portugal
9.44,9956,Price,Martha,Portugal
2.43,4837,Ford,Evelyn,Portugal
30.26,6120,Richardson,Janet,France
81.57,5183,Reid,Shirley,Canada
79.61,5317,Stewart,Joyce,Portugal
18.61,1952,Richardson,Roger,Portugal
84.83,9055,Graham,Chris,Portugal
11.69,2474,Simpson,Bobby,Portugal
73.72,5291,Jackson,Marilyn,Indonesia
62.85,2263,Walker,Ernest,Portugal
98.93,7499,Larson,Brandon,China
55.83,8833,Coleman,Louise,Burkina Faso
95.24,3846,Hudson,Amanda,Mexico
64.06,5106,Sullivan,Sharon,Philippines
27.78,4449,Perry,Roy,France
22.81,5135,Reid,Virginia,Indonesia
73.25,7976,Matthews,Barbara,Croatia
68.5,7159,Allen,Jean,Brazil
63.85,1595,Lee,Keith,Portugal
51.95,3785,Black,Mildred,Burkina Faso
18.24,3333,Henry,Jesse,China
16.26,3017,Hill,Rebecca,Portugal
2.5,1265,Ortiz,Lawrence,Colombia
16.38,6706,Butler,Mary,Portugal
89.15,4563,Cox,Christina,Tunisia
98.78,5422,Harris,Ruby,Portugal
89.88,1018,Ruiz,Sean,Portugal
49.97,3831,Lee,Howard,Portugal
69.65,5273,Henderson,Johnny,China
57.73,3351,Bryant,Daniel,Portugal
3.76,2963,Hamilton,William,Portugal
85.48,2514,Ramos,Janice,Russia
93.47,6874,Dunn,Jose,Russia
46.52,1469,Ferguson,David,Indonesia
45.51,8013,Hanson,Deborah,Indonesia
19.35,4409,Price,Christine,Croatia
44.52,8309,Peters,Matthew,Portugal
64.15,2454,Johnston,Debra,Portugal
82.35,6790,Montgomery,Patricia,Indonesia
88.49,101,Hall,Johnny,Portugal
53.92,9175,Cox,Edward,China
44.47,2327,Harvey,Earl,China
82.03,4667,Torres,Dennis,Vietnam
57.48,9908,Carter,Mildred,Czech Republic
17.38,5009,Holmes,Melissa,Poland
25.48,6255,Bennett,Kevin,Russia
91.79,5798,Graham,Wayne,Portugal
90.78,4970,Young,George,Iran
35.34,7245,Howard,Virginia,Portugal
18.75,9035,Bradley,Steve,Brazil
87.08,3116,Carter,Judith,Hong Kong
10.97,5502,Gardner,Marilyn,Moldova
2.99,7009,Sims,Stephen,Philippines
43.78,6873,Ray,Lisa,Philippines
65.42,1957,Cruz,Jeremy,Portugal
45.25,1629,Torres,Billy,Portugal
48.38,8391,Jenkins,Michael,China
29.45,3256,Henderson,Frank,France
80.43,796,Campbell,Russell,Georgia
59.28,5564,Thomas,Brenda,Canada
33.88,4774,King,Debra,Japan
69.18,5161,Rivera,Benjamin,China
2.35,4626,Simmons,Christopher,Brazil
27.35,3899,Gutierrez,Dennis,Portugal
38.27,8458,Moore,Jose,Netherlands
81.1,1535,Kim,Jacqueline,Argentina
96.57,2182,Elliott,Paul,Czech Republic
44.44,2691,Butler,Joan,Russia
95.48,9526,Foster,Amanda,Vietnam
67.58,2681,Watson,Doris,Indonesia
24.45,2652,Elliott,Anna,China
33.3,7919,Daniels,Joshua,Russia
69.62,1979,Jackson,Emily,Norway
19.19,5723,Collins,Jeffrey,United States
38.67,8448,Ortiz,Raymond,Russia
2.36,4975,Wheeler,Jean,Portugal
10.8,4110,Lawson,Anthony,China
74,5214,Morales,Frank,France
85.61,4088,Nelson,Joseph,Honduras
7.09,1934,Fowler,Ralph,Peru
76.56,8587,Nelson,Norma,Portugal
30.74,5754,Arnold,Stephanie,Portugal
61.06,2979,Black,Anne,Portugal
41.96,4012,Weaver,Jacqueline,China
99.54,7402,Murphy,Christina,Portugal
64.19,3257,Jordan,Jeffrey,Indonesia
87.16,6310,Fowler,Tammy,Brazil
92.9,2678,Evans,Jose,United States
52.96,6783,Anderson,Steven,Portugal
95.39,7008,Diaz,Nicholas,China
43.58,6061,Gonzalez,Sharon,United States
79.86,9415,Hunt,Norma,China
31.66,1474,Armstrong,Sara,Brazil
86.47,6745,Foster,Phyllis,Indonesia
52.18,1249,Banks,Jack,Philippines
75.74,2221,Mccoy,Arthur,Philippines
80.74,4122,Sanders,Sharon,Thailand
72.55,8723,Cunningham,Judy,China
16.49,8135,Harvey,Jimmy,China
11.81,1517,Jacobs,Ruth,China
68.96,4548,Ramos,Fred,Peru
76.32,1614,Cooper,Jose,France
72.68,1572,Garcia,Charles,China
39.23,3266,Gray,Dennis,Venezuela
90.17,6232,Tucker,Kathy,Portugal
11.44,6947,Jenkins,Donna,Ukraine
6.22,4311,Reed,Victor,Portugal
30.76,7986,Mendoza,Ralph,Portugal
44.97,7556,Harrison,Larry,France
28,3320,Powell,Jesse,Portugal
74.1,1628,Fuller,Michelle,Russia
73.11,7502,Roberts,Chris,China
90.65,3721,Garcia,Terry,Belarus
33.71,9075,Allen,Walter,Portugal
91.59,9607,Franklin,Katherine,Portugal
43.06,825,Bradley,Joshua,Portugal
96.7,9075,Hunter,Aaron,China
73.11,1736,Butler,Annie,Gambia
1.71,6040,Rice,Robin,Indonesia
58.45,4464,Richardson,Adam,El Salvador
76.5,7861,Welch,Peter,Portugal
18.59,3198,Marshall,Bonnie,Russia
77.76,3231,Foster,Benjamin,Portugal
10.13,302,Bradley,Frances,China
85.16,2829,Kelley,Karen,Portugal
71.31,1790,Brooks,Clarence,New Zealand
31.44,8102,Sullivan,Fred,Russia
58.36,207,Butler,Judith,Nigeria
78.71,4202,Gonzalez,Paul,Peru
99.12,8217,Tucker,Terry,China
41.34,847,Lawson,Harry,Portugal
80.96,6941,Anderson,Jacqueline,Portugal
3.75,1124,Mcdonald,Helen,Indonesia
10.41,8464,Porter,Jesse,Indonesia
62.64,8501,Patterson,Brandon,China
20.02,3479,Welch,Gregory,Portugal
35.24,3542,Coleman,Andrea,Gambia
45.99,9971,Phillips,Ralph,Poland
79.5,6450,Gibson,Brenda,Portugal
31.33,4543,Gilbert,Ashley,Malaysia
94.27,9138,Patterson,Amy,Mongolia
37.55,4971,Coleman,Brian,Portugal
65.33,7735,Woods,Jonathan,Indonesia
90.43,4394,Wright,Paul,Tajikistan
42.43,3553,Fernandez,Kathryn,China
28.58,7063,Gomez,Jerry,Philippines
29.54,7454,Schmidt,Bonnie,China
11.96,675,Garrett,Johnny,Portugal
77.51,2125,Butler,Albert,Portugal
3.64,6270,Grant,Tammy,Thailand
62.58,6727,Stevens,Steve,Indonesia
38.75,9082,Roberts,Donna,Philippines
53.11,6191,Hunt,Keith,Central African Republic
59.63,9285,Perkins,Ernest,Thailand
23.06,8671,Edwards,Helen,Comoros
58.07,8129,Dixon,Shawn,Portugal
89.38,3329,Sims,Samuel,Portugal
33.17,2950,Morris,Louise,Portugal
43.13,8964,Hudson,Todd,Mexico
63.23,78,Jones,Chris,Indonesia
16.22,8144,Garcia,Peter,Poland
69.38,8000,Jenkins,Beverly,Portugal
29.82,8519,Cunningham,Ryan,Indonesia
27.62,5126,Arnold,Carlos,Poland
74.8,7357,Ruiz,Sandra,Solomon Islands
6.7,4770,Reed,Kimberly,Argentina
15.88,6919,Pierce,Marilyn,Brazil
93.02,8969,Green,Edward,China
44.12,1703,Spencer,Andrew,Egypt
58.57,3612,Parker,Shirley,Portugal
8.31,4937,Ryan,Walter,China
22.07,481,Johnson,Johnny,Bolivia
3.2,2180,Robertson,Andrea,Portugal
42.89,3488,Peters,Benjamin,Bulgaria
39.48,5594,Crawford,Daniel,Tonga
56.79,5302,Lawrence,Harold,China
75.49,5103,Williams,Susan,Palestinian Territory
71.53,1867,Rivera,Betty,Angola
81.62,8789,Phillips,Stephen,China
51.38,4212,Powell,Aaron,Syria
86.88,7685,Stevens,Thomas,Portugal
90.12,715,Hart,Susan,Australia
88.95,321,Marshall,Michelle,Portugal
20.15,3058,Wallace,Wayne,France
49.51,3267,King,Dennis,Brazil
41.72,7154,Frazier,Janice,Brazil
34.35,6190,Murray,Kathryn,Argentina
29.23,8971,Long,Carol,Albania
13.58,7241,Dunn,Kelly,Portugal
90.9,788,Hudson,Jason,Portugal
87.7,9401,Gray,Roy,Portugal
63.88,7870,Hanson,Jean,China
35.81,3860,Allen,John,China
26.49,2996,Ross,Cynthia,Philippines
79.43,9813,Martinez,Christina,Italy
95.11,8299,Robinson,Edward,China
5.89,822,Young,Susan,Philippines
41.23,6634,Washington,Roger,Portugal
93.13,6924,Reyes,Thomas,Portugal
56.39,2782,Edwards,Russell,Venezuela
43.26,1214,Reid,Timothy,Yemen
54.97,8374,Owens,Brenda,Indonesia
14.98,6754,Long,Amanda,Brazil
40.17,7570,Mcdonald,Cynthia,Sweden
58.25,9369,Jordan,Phillip,France
44.35,83,Collins,Wayne,Guyana
82.65,7219,Holmes,Benjamin,Portugal
8.87,1521,Franklin,Gloria,Portugal
5.59,7481,Martin,Henry,Portugal
58.55,3658,Ross,Jeffrey,Portugal
66.99,7659,Simmons,Ann,Faroe Islands
68.01,7529,Dunn,Rebecca,Japan
13,4435,Richardson,Marilyn,Zambia
42.72,8223,Hall,Paula,Portugal
22.37,8024,George,Ann,Cameroon
22.27,8013,Ross,Lois,Portugal
25.05,2689,Ray,Ryan,Poland
75.28,4677,Freeman,Russell,Canada
40.34,3800,Griffin,Jonathan,Poland
94.77,1253,Wells,Ruby,Portugal
18.22,1785,Schmidt,Edward,China
81.04,7952,Simmons,Alan,Iran
69.26,6536,Schmidt,Jeremy,Kazakhstan
18.49,9887,Green,Kathy,Portugal
68,480,Anderson,Thomas,Portugal
81.4,1927,Ramos,Elizabeth,China
93.36,413,Welch,Aaron,China
67.51,261,George,Christine,Portugal
71.57,5299,Bishop,William,Albania
37.88,3826,Stevens,Bonnie,Poland
99.55,4557,Palmer,Frank,Portugal
56.56,9743,Stewart,Eric,Portugal
53.12,5791,Howell,Joseph,Japan
38.83,9320,Chapman,Ann,Portugal
88.95,860,Wood,Kimberly,Russia
87.86,2324,Ray,Judy,Costa Rica
5.9,6955,Wells,Charles,Portugal
63.02,9196,Larson,Beverly,China
46.29,6291,Torres,Michael,Portugal
96.55,9917,Nelson,Raymond,Portugal
13.25,511,Duncan,Stephen,Portugal
85.2,3853,Lopez,Jean,Portugal
34.75,6942,Kelley,John,Czech Republic
86.18,9195,Moore,Bobby,China
52.66,2251,Fields,Phyllis,China
96.38,9541,Morrison,Russell,Indonesia
10.95,9342,Wagner,Catherine,Japan
54.21,23,Nichols,Steven,China
8.33,8173,Berry,Albert,Portugal
19.87,5422,Kennedy,Kevin,Japan
43.6,5196,Moreno,Robert,China
97.03,4156,Miller,Howard,Portugal
50.82,1849,Clark,Samuel,China
98.3,334,Williamson,Sarah,Portugal
47.91,9088,Nichols,Sean,Portugal
26.1,5982,Armstrong,Sharon,Portugal
62.96,3749,Ford,Dennis,Nicaragua
95.6,8640,Perez,Richard,Nigeria
77.88,4263,Patterson,Janice,Portugal
15.03,6118,Rogers,Steve,Mauritania
84.21,2645,Castillo,Kenneth,Portugal
58.01,6861,Cunningham,Christine,Kazakhstan
85.13,8302,Kelly,Harold,Czech Republic
45.36,7138,Bishop,Justin,Portugal
26.75,825,Ferguson,Larry,Portugal
85.75,4411,Rivera,Joyce,Portugal
84.37,8232,Lopez,Melissa,South Korea
30.32,2576,Lynch,Bobby,Portugal
6.52,2265,Howard,Jeremy,Czech Republic
59.33,7835,Myers,Jesse,China
83.99,99,Morales,Peter,Sweden
99.08,7447,Ross,Frances,China
85.42,4551,Crawford,George,Pakistan
59.79,6672,Mcdonald,Christopher,China
85.73,1542,Boyd,Richard,China
77.8,4415,Porter,Anna,Portugal
90.25,412,Lopez,Kathryn,Portugal
56.79,8457,Wilson,Brian,United States
70.22,3956,Bennett,Amanda,Brazil
59.09,1035,Kelley,Maria,Portugal
68.88,1963,Riley,Mary,Sweden
26.03,3238,Burton,Timothy,Portugal
9.23,4347,Sanders,Dennis,Germany
23,1706,Thomas,Matthew,Portugal
26.47,4035,Brooks,Douglas,United States
2.95,4067,Reynolds,Frank,Portugal
94.7,1825,Day,Ronald,Mexico
1.63,2365,Martin,Diana,Ukraine
89.27,1006,Carr,Brenda,Ireland
73.09,6228,Reed,Steve,Costa Rica
64.34,9061,Parker,Craig,Portugal
26.74,8667,Warren,Wanda,Portugal
7.3,9902,Collins,Benjamin,Mayotte
99.63,553,Gomez,Virginia,Portugal
38.24,670,Black,Roger,Portugal
13.86,2235,Castillo,Russell,Japan
30.63,7362,Chapman,Brenda,Indonesia
62.67,5552,Cunningham,Chris,Malaysia
7.62,1359,Johnston,Maria,Mongolia
87.05,8785,Baker,Stephanie,United States
13.62,7476,Washington,Betty,Thailand
55.64,8825,Harvey,Howard,Palestinian Territory
70.67,2830,Holmes,Heather,Tunisia
79.15,8781,Parker,Mary,China
51.38,5685,Henry,Stephen,Israel
16.33,6439,Welch,Elizabeth,Slovenia
55.1,7180,Hamilton,Stephanie,France
7.31,2565,Martinez,Elizabeth,Portugal
37.89,690,Ward,Jimmy,Portugal
65.25,1764,Kim,Earl,Portugal
11.78,920,Robinson,Jeffrey,Russia
95.44,4737,Baker,Jason,United States
55.71,9606,Sims,Sara,Lebanon
60.51,3467,Welch,Kelly,Indonesia
60.72,8524,Allen,Nancy,China
37.81,5308,Wallace,Thomas,Portugal
36.38,7248,Stephens,Jean,Indonesia
76.08,4686,Kennedy,Sara,Portugal
39.92,4146,Gonzales,Lois,Russia
9.55,6015,Harvey,Phillip,Poland
51.4,9263,Pierce,Shirley,France
67.98,4400,Weaver,Clarence,Portugal
36.03,569,Gonzales,Ronald,Greece
12.53,928,Lee,Janice,Poland
25.34,9777,Garza,Sharon,China
20.26,8185,Hill,Andrew,Colombia
7.98,6101,Cox,Raymond,Canada
56.73,6054,Miller,Judy,Portugal
27.51,1656,Murphy,Jimmy,China
99.56,4470,Moore,Sandra,Portugal
23.67,4011,Nichols,Cheryl,China
27.46,7886,Griffin,Johnny,Portugal
93.03,2770,Snyder,Mark,Portugal
87.01,820,Medina,Dennis,Guatemala
41.37,7174,Collins,Ann,Thailand
29.33,4735,Bell,Terry,Philippines
53.29,9759,Montgomery,Karen,China
50.13,6926,Gonzales,Dennis,Portugal
84.06,7209,Gonzales,Stephen,Sweden
16.3,1882,Arnold,Anna,China
5.07,5241,Mason,Benjamin,China
75.86,5157,Harris,Judith,Indonesia
76.65,988,Morgan,Clarence,Indonesia
45.66,6623,Kim,Joan,Palestinian Territory
9.4,7783,Carpenter,Ruby,China
61.15,221,Johnston,Johnny,Portugal
64.83,2577,Ramirez,Carol,Philippines
31.9,7001,Garrett,Steven,Portugal
36.93,6636,Harrison,Carlos,Portugal
60.1,1,Johnston,Victor,Ukraine
1.62,2094,Rice,Timothy,Portugal
18.84,5045,Richardson,Ruth,Portugal
27.11,9782,Jones,Samuel,Portugal
51.62,3287,Ellis,Patrick,Japan
78.72,3721,Jenkins,Todd,Portugal
35.98,6226,Lawson,Doris,Spain
42.04,7122,Ortiz,Diane,Russia
95.72,9630,Sanders,Shirley,Indonesia
93.14,8763,Williams,Gerald,Philippines
53.2,2146,Oliver,Katherine,United States
57.67,1261,Palmer,John,Portugal
79.46,8838,Elliott,Russell,Indonesia
34.02,8505,Mason,Sharon,China
24.61,7004,Lawrence,Sara,Japan
30.23,9405,Chavez,Evelyn,Russia
21.77,541,Schmidt,Patrick,China
76.66,350,Taylor,Victor,Russia
21.57,961,Hamilton,Bruce,France
99.72,3554,Sullivan,Maria,Mauritius
61.57,6246,Hunt,Jimmy,Portugal
76.82,8344,Rodriguez,Robert,Japan
95.35,4290,Reynolds,Frank,Peru
63.69,2990,Gonzales,Martin,Philippines
59.34,623,Cooper,Antonio,Sweden
61.68,8501,Hudson,Deborah,Portugal
5.45,5104,Hughes,Steven,Portugal
41.93,9559,Hunt,Victor,China
61.03,413,Harrison,Kimberly,Russia
79.52,4028,Mccoy,George,Argentina
86.94,5855,Green,Eric,Philippines
88.51,751,Reynolds,Helen,Portugal
99.09,6232,Rose,Christina,Portugal
36.82,877,Nichols,Annie,Bosnia and Herzegovina
11.86,7166,Wallace,Paula,Sweden
96.78,4568,Garza,Bruce,Portugal
42.79,136,Spencer,Lisa,Colombia
93.99,6237,Hanson,Emily,Nicaragua
75.84,7196,Garcia,Harold,Portugal
71.26,3143,Gonzales,Judy,Portugal
45.64,5385,Martin,Billy,China
63.06,556,Spencer,William,Montserrat
14.47,5104,Butler,Rachel,Portugal
24.82,4202,Alvarez,Bobby,Czech Republic
86.36,728,Mills,Debra,Canada
29.75,242,Frazier,Clarence,Portugal
80.65,5870,Johnson,Frances,Portugal
21.84,7576,Franklin,Gerald,Indonesia
26.35,2404,Edwards,Donald,Czech Republic
31.95,7375,Scott,Alan,France
97.77,7483,Hayes,Katherine,Syria
51.47,6409,Freeman,Ruby,Portugal
29.42,1740,Morgan,Andrew,Micronesia
58.47,451,Morrison,Amy,Indonesia
99.13,6179,Carr,Judith,Ukraine
33.09,5501,Rice,Virginia,Portugal
31.65,4542,Harrison,David,Ukraine
20.13,1940,Nelson,Karen,France
61.86,9837,Black,Ashley,France
35.38,5423,Gonzales,Thomas,Mexico
55.54,7249,Dean,Gregory,Portugal
14.52,9482,Perry,Diane,China
9.24,8643,Gibson,Paul,Philippines
26.28,7175,Scott,Lawrence,Mongolia
98.62,5143,Matthews,Keith,Argentina
36.12,647,Walker,Kelly,China
52.51,473,Holmes,Sarah,Russia
77.42,4194,Dunn,Rachel,Sweden
8.72,8164,Stewart,Amy,Philippines
67.19,1626,Payne,Harold,Macedonia
90.08,8771,Ross,Janice,China
82.45,8322,Stanley,Janet,China
65.24,6865,Perez,Albert,Peru
26.74,2309,Sanchez,Joyce,Nigeria
91.68,9695,Richardson,Katherine,Poland
6.39,7812,Frazier,Gerald,Portugal
51.8,361,Bennett,Edward,Indonesia
75.3,2921,Wheeler,Eugene,Poland
57.59,9296,Shaw,Amy,Brazil
74.21,3398,Sanchez,Rachel,China
73.91,7126,Thompson,Shirley,Ukraine
70.15,7328,Robertson,Katherine,Portugal
39.64,1581,Mitchell,Norma,Portugal
24.94,3586,Bowman,Randy,Sweden
77.01,7423,Gonzales,Craig,Jordan
45.57,2289,Arnold,Raymond,Mexico
40.64,4998,Mccoy,Andrea,Portugal
72.79,4798,Williamson,Frances,Russia
20.89,7911,Wilson,Rebecca,Paraguay
8.14,1867,Stanley,Lawrence,China
71.1,9689,Miller,Alan,Portugal
86.92,7636,Romero,Arthur,Argentina
92.81,481,Woods,Janet,Indonesia
43.76,1077,Evans,Mark,Russia
82.98,9753,Gray,Steve,Indonesia
37.05,4555,Larson,Lori,Portugal
26.8,5333,Burke,Marilyn,Philippines
3.97,7444,Sanchez,Sandra,Indonesia
54.72,7892,Cole,Theresa,Czech Republic
20.72,6754,Robertson,Donna,France
83.53,9578,Daniels,Donald,Portugal
23.1,2462,Mendoza,Adam,Indonesia
65.05,8017,Meyer,Earl,Portugal
44.45,6235,Willis,Bonnie,Portugal
50.2,1646,Scott,Timothy,China
19.41,1675,Gomez,Thomas,Russia
73.57,9185,Cole,Louise,Portugal
38.2,3267,Nelson,Samuel,Iran
57.83,8895,Hanson,Timothy,China
39.4,8048,Ramos,Brandon,Portugal
20.72,5126,Taylor,Julia,Mauritius
70.85,1581,Clark,Keith,Greece
23.42,7416,Foster,Daniel,Sweden
69.66,8269,Collins,Thomas,China
77.16,8068,Clark,Brenda,Portugal
68.87,2836,Ford,Helen,Japan
59.83,3412,Woods,Jennifer,Brazil
63.33,1880,Garcia,Maria,Peru
81.02,4579,Wells,Lori,Portugal
32.16,1712,Holmes,Helen,Angola
78.78,9150,Nguyen,Dennis,Portugal
81.78,7755,Price,Andrew,Indonesia
21.55,3963,Owens,Shirley,Russia
70.36,495,Wilson,Lori,Portugal
96.34,1996,Warren,Mary,Western Sahara
86.47,5809,Payne,Philip,United States
80.32,4440,Graham,Stephanie,Portugal
50.04,1466,Clark,Doris,Burkina Faso
40.49,2043,Wright,Michelle,China
63.03,1465,Mills,Alice,China
78.62,6356,Lawrence,Brandon,Colombia
37.62,6584,Lane,Nicholas,Indonesia
22.58,1070,Harris,Anne,Portugal
11.79,3608,Meyer,Billy,Finland
63.05,3988,Castillo,Martha,Russia
60.44,1966,Hicks,Mildred,Philippines
17.57,9537,Thompson,Jimmy,Portugal
3.76,3983,Garcia,Jose,Portugal
16.09,1261,Riley,Johnny,China
21.58,3093,Perry,Kathleen,Tanzania
31.46,342,Greene,Dennis,Portugal
90.06,7444,Sims,Raymond,China
27.66,8572,Wright,Victor,Spain
92.08,6662,Mendoza,Frances,China
32.17,1368,Hart,Joe,Ukraine
22.88,3080,Snyder,Keith,Portugal
27.38,3354,Miller,Patricia,China
61.72,4923,Fuller,Raymond,Portugal
9.05,6588,Weaver,Sarah,China
10.35,2218,Murray,Fred,Finland
80.52,6627,Watson,Henry,Vietnam
15.54,2843,Collins,Carlos,Malawi
98.27,1792,Gilbert,Kenneth,Vietnam
32.19,6229,Rogers,Randy,Portugal
30.99,6995,Gonzalez,Laura,Philippines
84.19,8053,Collins,Lawrence,Indonesia
38.99,3630,Adams,Cynthia,Brazil
61.52,3062,Reynolds,Philip,Slovenia
39.01,2592,Green,Kathleen,Poland
23.32,8140,Banks,Mark,Indonesia
19.01,3538,Hudson,Jane,China
67.31,1603,Lane,Paul,France
17.97,6502,Austin,Roger,Philippines
16.67,1506,Bailey,Sharon,Cyprus
14.46,5338,Patterson,Lori,China
20.74,3139,Ross,Debra,Poland
41.96,5637,Banks,Donald,Portugal
15.79,1435,Richards,Harold,Portugal
36.27,1091,Andrews,Julia,Russia
1.34,1532,Gardner,Fred,Russia
76.54,220,Mason,Shirley,Philippines
10.82,6858,Alexander,Patricia,Poland
95.74,8125,Morales,Christina,Portugal
84.42,1048,Harper,Martha,Portugal
75.62,5176,Tucker,Arthur,China
89.68,5027,Bowman,Henry,China
91.16,3916,Johnson,Eric,Japan
18.3,3734,Brown,Frances,Colombia
87.7,3999,Reyes,Patrick,Pakistan
3.73,5883,Moreno,Susan,Portugal
79.79,4298,Gomez,Linda,Portugal
45.39,6593,Adams,Todd,China
40.6,174,Simpson,Jane,France
71.6,177,Robinson,Walter,Sweden
95.9,634,Simpson,Roy,Afghanistan
91.92,1246,Jordan,Samuel,South Africa
15.57,199,Chavez,Michael,Brazil
77.91,7836,Peters,Karen,Nigeria
43.94,3296,Gilbert,Janet,China
51.2,1532,Stone,Cynthia,Nigeria
68.75,3705,Carter,Joe,Portugal
78,3229,Lee,Dorothy,Philippines
9.31,9045,Welch,Eric,Poland
14.09,9541,Graham,Joe,Norway
84.87,7473,Fisher,Johnny,China
77.38,8227,Armstrong,Howard,Morocco
61.81,866,Mcdonald,Frank,Indonesia
63.43,3935,Scott,Denise,Thailand
32.72,7044,Myers,Harold,Brazil
44.41,5711,Phillips,Craig,Portugal
70.79,6375,Perry,Jeffrey,Cyprus
14.39,6467,Walker,Kathleen,Portugal
97.49,5610,Lopez,Frank,China
88.44,9829,Garrett,Christina,Portugal
5.94,9351,Ward,Jimmy,Peru
61.38,1104,Austin,Jason,Colombia
51.96,5729,Reyes,Elizabeth,Portugal
17.84,4510,Patterson,Bobby,Indonesia
47.35,235,Murphy,Sarah,Argentina
65.05,1056,Dunn,Juan,China
56.43,5596,Clark,Howard,Guadeloupe
2.36,4361,Jacobs,Linda,Thailand
42.43,5598,Bishop,Anna,Portugal
62.4,5379,Bradley,Janice,Vietnam
45.98,7109,Robinson,Brian,Philippines
86.45,6576,Martinez,Patrick,Russia
1.07,5457,Frazier,Kevin,China
26.35,715,Olson,Jason,Indonesia
2.61,415,Ward,Brenda,South Africa
94.89,8438,Burns,Pamela,Portugal
50.07,3783,Harper,Patrick,Portugal
7.2,6416,Stone,Terry,China
16.6,4237,Mendoza,Kathy,France
35.62,151,Martin,Janet,Greece
98.07,4759,Gomez,Karen,Germany
60.64,9887,Rodriguez,Craig,Indonesia
54.43,552,Lawson,Chris,Kenya
89.93,1396,Kelly,Lori,Indonesia
11,4124,Jackson,Earl,China
14.98,2548,Hamilton,Theresa,Portugal
79.98,2921,Schmidt,Phyllis,Portugal
96.32,8900,Moore,Shirley,China
50.69,9096,Morgan,Steve,Mauritius
41.36,6489,Little,Stephen,Portugal
38.92,464,Stevens,Brandon,Cameroon
73.15,9928,Murphy,Jennifer,Nepal
88.4,757,Griffin,Frank,Brazil
3.96,935,Ward,Jeffrey,France
72,2335,Martin,Maria,Portugal
59.27,2640,Hicks,Robin,Peru
17.94,2204,Hayes,Jane,Portugal
57.03,923,Carpenter,Carolyn,Portugal
98.44,3802,Grant,Fred,Papua New Guinea
40.19,4192,Shaw,Ryan,Sweden
90.93,6799,Cooper,Bobby,Russia
13.9,6217,Flores,Ashley,Portugal
22.17,1161,Lawrence,Alan,Saudi Arabia
93.89,9512,Ford,Marie,Portugal
18.33,612,Mendoza,Dennis,Poland
51.91,8708,Parker,Paul,Brazil
26.11,6934,Weaver,Catherine,Greece
94.72,7280,Allen,Steve,Ukraine
45.4,187,Hernandez,Jesse,Portugal
93.32,9196,Ellis,Jennifer,Sweden
90.05,4793,Morrison,Brandon,Indonesia
22.9,2995,Burke,Jimmy,Russia
28.56,554,Boyd,Ruth,Slovenia
71.87,9894,Bishop,Anna,China
69.82,9074,Andrews,Sean,Sweden
36.25,7006,Washington,Amanda,Czech Republic
19.92,4036,Elliott,Stephen,Czech Republic
9.26,702,Bailey,John,China
7.07,8614,Simmons,Rachel,France
66.34,7146,Stone,Peter,Peru
63.87,2729,Smith,Sandra,Portugal
3.29,4918,Olson,Joan,China
6.4,6272,Fox,Benjamin,Russia
98.24,6603,Gonzales,Karen,Indonesia
48.94,6760,Wright,Evelyn,Brazil
88.43,9888,Mason,Jane,Albania
55.79,5796,Ellis,Charles,Argentina
83.2,9992,Ortiz,Evelyn,China
21.2,5820,Edwards,Cheryl,South Africa
47.1,4343,Elliott,Jeremy,Qatar
89.69,6069,Reynolds,Norma,China
61.07,1605,Fox,Jack,France
38.69,4523,Dunn,Todd,China
28.39,4371,Andrews,Jean,Portugal
93.05,2117,Berry,Helen,Colombia
60.9,6521,Gilbert,Phillip,Greece
8.78,9887,Nguyen,Judith,Philippines
9.2,6754,Anderson,Russell,Latvia
74.33,5870,Cook,Alan,China
30.47,1900,Kim,Sarah,Portugal
69.58,7059,Gibson,Anthony,France
82,6220,Williamson,Nicole,Guatemala
99.95,8774,Medina,David,Czech Republic
58.64,5690,Montgomery,Janice,Israel
2.14,9552,Ruiz,Matthew,Brazil
86.41,5114,Palmer,Brenda,China
14.67,8179,Howard,Joseph,Indonesia
10.28,3798,Peterson,Lori,Thailand
65.91,3165,Little,Samuel,Tunisia
30.87,7230,Medina,Denise,China
69.53,9765,Rice,Joyce,Portugal
51.57,4808,Murphy,Patrick,Cameroon
99.34,6318,Cooper,Emily,Portugal
32.87,292,West,Kimberly,Portugal
45.99,8015,Hunter,Denise,Portugal
8.19,5276,Berry,Deborah,Portugal
28.63,3259,Roberts,Dorothy,Brazil
25.24,2244,Frazier,Margaret,Portugal
7.1,8397,Lane,Joseph,Togo
10.94,2677,Pierce,Amanda,Brazil
85.43,1058,Burke,Anna,Botswana
39.06,1658,Oliver,Wanda,Taiwan
28.7,5324,Adams,Anna,Canada
67.24,8625,Howell,Sean,China
